,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
10,HA630,경기,341,386,"90,282",2021년
11,HA630,강원,35,44,"10,330",2021년
12,HA630,충북,43,45,"11,179",2021년
13,HA630,충남,59,47,"19,187",2021년
14,HA630,전북,52,59,"16,253",2021년
15,HA630,전남,15,10,"3,610",2021년
16,HA630,경북,17,20,"6,196",2021년
17,HA630,경남,72,70,"17,871",2021년
18,HA630,제주,22,22,"7,323",2021년
19,HA630,세종,4,4,"1,202",2021년
2,HA631,계,70,68,"11,628",2010년
3,HA631,서울,47,44,"7,585",2010년
4,HA631,부산,3,3,408,2010년
5,HA631,인천,-,-,-,2010년
6,HA631,대구,4,4,841,2010년
7,HA631,광주,3,2,495,2010년
8,HA631,대전,-,-,-,2010년
9,HA631,울산,1,1,139,2010년
10,HA631,경기,7,8,"1,330",2010년
11,HA631,강원,-,-,-,2010년
12,HA631,충북,-,-,-,2010년
13,HA631,충남,-,-,-,2010년
14,HA631,전북,2,2,434,2010년
15,HA631,전남,-,-,-,2010년
16,HA631,경북,1,1,139,2010년
17,HA631,경남,1,1,119,2010년
18,HA631,제주,1,1,139,2010년
2,HA631,계,91,82,"17,948",2011년
3,HA631,서울,65,56,"11,954",2011년
4,HA631,부산,9,9,"1,898",2011년
5,HA631,인천,-,-,-,2011년
6,HA631,대구,5,5,837,2011년
7,HA631,광주,-,-,-,2011년
8,HA631,대전,1,1,169,2011년
9,HA631,울산,1,1,324,2011년
10,HA631,경기,6,7,"1,791",2011년
11,HA631,강원,-,-,-,2011년
12,HA631,충북,-,-,-,2011년
13,HA631,충남,-,-,-,2011년
14,HA631,전북,-,-,-,2011년
15,HA631,전남,-,-,-,2011년
16,HA631,경북,-,-,-,2011년
17,HA631,경남,1,0,162,2011년
18,HA631,제주,3,3,811,2011년
2,HA631,계,63,65,"15,017",2012년
3,HA631,서울,33,34,"8,807",2012년
4,HA631,부산,6,6,"1,162",2012년
5,HA631,인천,1,1,196,2012년
6,HA631,대구,5,5,"1,122",2012년
7,HA631,광주,1,1,196,2012년
8,HA631,대전,-,-,-,2012년
9,HA631,울산,3,3,566,2012년
10,HA631,경기,8,8,"1,552",2012년
11,HA631,강원,-,-,-,2012년
12,HA631,충북,-,-,-,2012년
13,HA631,충남,-,-,-,2012년
14,HA631,전북,1,2,392,2012년
15,HA631,전남,-,-,-,2012년
16,HA631,경북,1,1,189,2012년
17,HA631,경남,3,3,553,2012년
18,HA631,제주,1,1,283,2012년
2,HA631,계,69,66,"16,567",2013년
3,HA631,서울,44,38,"9,257",2013년
4,HA631,부산,2,2,393,2013년
5,HA631,인천,1,1,386,2013년
6,HA631,대구,1,1,196,2013년
7,HA631,광주,1,1,201,2013년
8,HA631,대전,2,2,401,2013년
9,HA631,울산,1,1,189,2013년
10,HA631,경기,6,6,"2,348",2013년
11,HA631,강원,1,1,201,2013년
12,HA631,충북,2,3,602,2013년
13,HA631,충남,3,3,998,2013년
14,HA631,전북,2,2,401,2013년
15,HA631,전남,-,-,-,2013년
16,HA631,경북,-,-,-,2013년
17,HA631,경남,3,4,802,2013년
18,HA631,제주,1,1,193,2013년
2,HA631,계,76,74,"17,230",2014년
3,HA631,서울,34,33,"8,156",2014년
4,HA631,부산,8,9,"1,837",2014년
5,HA631,인천,4,4,818,2014년
6,HA631,대구,2,2,409,2014년
7,HA631,광주,2,2,401,2014년
8,HA631,대전,-,-,-,2014년
9,HA631,울산,-,-,-,2014년
10,HA631,경기,14,14,"3,216",2014년
11,HA631,강원,3,2,598,2014년
12,HA631,충북,1,1,204,2014년
13,HA631,충남,1,1,204,2014년
14,HA631,전북,2,2,409,2014년
15,HA631,전남,-,-,-,2014년
16,HA631,경북,-,-,-,2014년
17,HA631,경남,2,2,389,2014년
18,HA631,제주,3,2,590,2014년
2,HA631,계,73,79,"20,606",2015년
3,HA631,서울,36,36,"11,591",2015년
4,HA631,부산,5,5,"1,033",2015년
5,HA631,인천,1,1,416,2015년
6,HA631,대구,2,2,416,2015년
7,HA631,광주,1,1,312,2015년
8,HA631,대전,-,-,-,2015년
9,HA631,울산,1,1,208,2015년
10,HA631,경기,22,29,"5,641",2015년
11,HA631,강원,-,-,-,2015년
12,HA631,충북,-,-,-,2015년
13,HA631,충남,-,-,-,2015년
14,HA631,전북,1,1,182,2015년
15,HA631,전남,-,-,-,2015년
16,HA631,경북,3,2,600,2015년
17,HA631,경남,1,1,208,2015년
18,HA631,제주,-,-,-,2015년
2,HA631,계,63,62,"16,553",2016년
3,HA631,서울,37,36,"10,443",2016년
4,HA631,부산,3,3,817,2016년
5,HA631,인천,2,2,518,2016년
6,HA631,대구,1,1,211,2016년
7,HA631,광주,4,4,"1,055",2016년
8,HA631,대전,-,-,-,2016년
9,HA631,울산,2,2,523,2016년
10,HA631,경기,11,11,"2,354",2016년
11,HA631,강원,-,-,-,2016년
12,HA631,충북,3,3,633,2016년
13,HA631,충남,-,-,-,2016년
14,HA631,전북,-,-,-,2016년
15,HA631,전남,-,-,-,2016년
16,HA631,경북,-,-,-,2016년
17,HA631,경남,-,-,-,2016년
18,HA631,제주,-,-,-,2016년
2,HA631,계,80,78,"23,948",2017년
3,HA631,서울,34,30,"10,358",2017년
4,HA631,부산,9,10,"2,442",2017년
5,HA631,인천,4,4,"1,054",2017년
6,HA631,대구,-,-,-,2017년
7,HA631,광주,3,3,"1,500",2017년
8,HA631,대전,2,2,499,2017년
9,HA631,울산,1,1,213,2017년
10,HA631,경기,18,19,"4,808",2017년
11,HA631,강원,-,-,-,2017년
12,HA631,충북,3,3,641,2017년
13,HA631,충남,3,3,"1,571",2017년
14,HA631,전북,1,1,211,2017년
15,HA631,전남,-,-,-,2017년
16,HA631,경북,-,-,-,2017년
17,HA631,경남,1,0,240,2017년
18,HA631,제주,1,1,413,2017년
2,HA631,계,80,76,"24,784",2018년
3,HA631,서울,37,31,"12,211",2018년
4,HA631,부산,10,11,"2,961",2018년
5,HA631,인천,1,1,214,2018년
6,HA631,대구,4,4,"1,281",2018년
7,HA631,광주,3,3,"1,501",2018년
8,HA631,대전,1,1,206,2018년
9,HA631,울산,2,2,412,2018년
10,HA631,경기,13,14,"3,163",2018년
11,HA631,강원,-,-,-,2018년
12,HA631,충북,3,3,733,2018년
13,HA631,충남,1,1,214,2018년
14,HA631,전북,1,1,214,2018년
15,HA631,전남,1,1,643,2018년
16,HA631,경북,2,2,825,2018년
17,HA631,경남,1,0,205,2018년
18,HA631,제주,-,-,-,2018년
2,HA631,계,86,92,"29,768",2019년
3,HA631,서울,36,34,"11,254",2019년
4,HA631,부산,8,8,"2,540",2019년
5,HA631,인천,9,9,"4,981",2019년
6,HA631,대구,-,-,-,2019년
7,HA631,광주,-,-,-,2019년
8,HA631,대전,1,0,399,2019년
9,HA631,울산,-,-,-,2019년
10,HA631,경기,13,19,"4,844",2019년
11,HA631,강원,1,1,297,2019년
12,HA631,충북,5,5,"1,582",2019년
13,HA631,충남,2,2,435,2019년
14,HA631,전북,3,3,861,2019년
15,HA631,전남,1,2,628,2019년
16,HA631,경북,-,-,-,2019년
17,HA631,경남,3,4,"1,035",2019년
18,HA631,제주,4,4,913,2019년
2,HA631,계,58,57,"16,725",2020년
3,HA631,서울,23,20,"6,306",2020년
4,HA631,부산,4,4,"1,059",2020년
5,HA631,인천,2,2,437,2020년
6,HA631,대구,5,6,"1,704",2020년
7,HA631,광주,-,-,-,2020년
8,HA631,대전,1,0,211,2020년
9,HA631,울산,-,-,-,2020년
10,HA631,경기,7,9,"2,584",2020년
11,HA631,강원,1,2,211,2020년
12,HA631,충북,10,10,"3,086",2020년
13,HA631,충남,-,-,-,2020년
14,HA631,전북,-,-,-,2020년
15,HA631,전남,-,-,-,2020년
16,HA631,경북,1,0,209,2020년
17,HA631,경남,4,3,919,2020년
18,HA631,제주,-,-,-,2020년
2,HA631,계,78,80,"24,549",2021년
3,HA631,서울,22,22,"7,070",2021년
4,HA631,부산,8,9,"2,593",2021년
5,HA631,인천,3,3,"1,072",2021년
6,HA631,대구,2,2,667,2021년
7,HA631,광주,1,1,222,2021년
8,HA631,대전,3,2,"1,050",2021년
9,HA631,울산,1,1,323,2021년
10,HA631,경기,5,4,"1,067",2021년
11,HA631,강원,-,-,-,2021년
12,HA631,충북,25,27,"7,201",2021년
13,HA631,충남,1,1,425,2021년
14,HA631,전북,2,2,414,2021년
15,HA631,전남,4,4,"2,224",2021년
16,HA631,경북,-,-,-,2021년
17,HA631,경남,1,0,222,2021년
18,HA631,제주,-,-,-,2021년
2,HA632,계,89,93,"15,458",2010년
3,HA632,서울,41,41,"7,190",2010년
4,HA632,부산,2,2,298,2010년
5,HA632,인천,4,4,541,2010년
6,HA632,대구,4,5,968,2010년
7,HA632,광주,3,3,426,2010년
8,HA632,대전,2,2,355,2010년
9,HA632,울산,1,1,137,2010년
10,HA632,경기,19,22,"3,863",2010년
11,HA632,강원,6,6,794,2010년
12,HA632,충북,-,-,-,2010년
13,HA632,충남,1,1,115,2010년
14,HA632,전북,3,3,399,2010년
15,HA632,전남,-,-,-,2010년
16,HA632,경북,-,-,-,2010년
17,HA632,경남,3,3,371,2010년
18,HA632,제주,-,-,-,2010년
2,HA632,계,106,112,"21,286",2011년
3,HA632,서울,41,43,"8,542",2011년
4,HA632,부산,6,6,"1,096",2011년
5,HA632,인천,7,7,"1,431",2011년
6,HA632,대구,3,3,670,2011년
7,HA632,광주,1,1,168,2011년
8,HA632,대전,1,1,161,2011년
9,HA632,울산,1,1,161,2011년
10,HA632,경기,24,25,"4,927",2011년
11,HA632,강원,11,11,"1,711",2011년
12,HA632,충북,1,2,335,2011년
13,HA632,충남,1,1,168,2011년
14,HA632,전북,2,2,310,2011년
15,HA632,전남,-,-,-,2011년
16,HA632,경북,1,1,161,2011년
17,HA632,경남,5,8,"1,284",2011년
18,HA632,제주,1,1,161,2011년
2,HA632,계,117,109,"25,729",2012년
3,HA632,서울,63,57,"14,524",2012년
4,HA632,부산,6,6,"1,499",2012년
5,HA632,인천,4,4,784,2012년
6,HA632,대구,4,4,735,2012년
7,HA632,광주,-,-,-,2012년
8,HA632,대전,3,2,546,2012년
9,HA632,울산,4,4,849,2012년
10,HA632,경기,15,15,"3,213",2012년
11,HA632,강원,5,5,"1,104",2012년
12,HA632,충북,-,-,-,2012년
13,HA632,충남,3,3,581,2012년
14,HA632,전북,3,3,560,2012년
15,HA632,전남,1,1,196,2012년
16,HA632,경북,1,1,189,2012년
17,HA632,경남,5,4,950,2012년
18,HA632,제주,-,-,-,2012년
2,HA632,계,158,155,"37,227",2013년
3,HA632,서울,84,76,"19,285",2013년
4,HA632,부산,9,10,"2,159",2013년
5,HA632,인천,10,11,"2,402",2013년
6,HA632,대구,1,1,201,2013년
7,HA632,광주,4,4,802,2013년
8,HA632,대전,6,6,"1,327",2013년
9,HA632,울산,1,1,193,2013년
10,HA632,경기,25,27,"6,029",2013년
11,HA632,강원,4,4,"1,157",2013년
12,HA632,충북,3,4,"1,003",2013년
13,HA632,충남,3,3,602,2013년
14,HA632,전북,2,2,401,2013년
15,HA632,전남,-,-,-,2013년
16,HA632,경북,-,-,-,2013년
17,HA632,경남,6,5,"1,281",2013년
18,HA632,제주,2,2,386,2013년
2,HA632,계,148,151,"34,455",2014년
3,HA632,서울,59,62,"14,374",2014년
4,HA632,부산,13,13,"2,638",2014년
5,HA632,인천,7,7,"1,431",2014년
6,HA632,대구,-,-,-,2014년
7,HA632,광주,14,14,"3,039",2014년
8,HA632,대전,8,6,"2,088",2014년
9,HA632,울산,-,-,-,2014년
10,HA632,경기,29,28,"6,538",2014년
11,HA632,강원,6,6,"1,176",2014년
12,HA632,충북,4,5,"1,227",2014년
13,HA632,충남,1,1,204,2014년
14,HA632,전북,4,4,806,2014년
15,HA632,전남,1,0,197,2014년
16,HA632,경북,-,-,-,2014년
17,HA632,경남,4,4,738,2014년
18,HA632,제주,-,-,-,2014년
2,HA632,계,166,170,"42,176",2015년
3,HA632,서울,57,55,"14,799",2015년
4,HA632,부산,21,26,"5,987",2015년
5,HA632,인천,3,3,624,2015년
6,HA632,대구,2,2,416,2015년
7,HA632,광주,9,9,"2,482",2015년
8,HA632,대전,12,9,"2,727",2015년
9,HA632,울산,2,2,624,2015년
10,HA632,경기,30,32,"7,362",2015년
11,HA632,강원,2,3,800,2015년
12,HA632,충북,3,3,624,2015년
13,HA632,충남,4,5,"1,032",2015년
14,HA632,전북,10,10,"2,069",2015년
15,HA632,전남,-,-,-,2015년
16,HA632,경북,2,2,397,2015년
17,HA632,경남,9,10,"2,233",2015년
18,HA632,제주,-,-,-,2015년
2,HA632,계,177,179,"46,549",2016년
3,HA632,서울,74,72,"18,294",2016년
4,HA632,부산,28,29,"8,063",2016년
5,HA632,인천,10,10,"3,526",2016년
6,HA632,대구,1,1,422,2016년
7,HA632,광주,10,10,"2,830",2016년
8,HA632,대전,7,7,"1,841",2016년
9,HA632,울산,1,1,300,2016년
10,HA632,경기,25,28,"6,209",2016년
11,HA632,강원,2,2,406,2016년
12,HA632,충북,7,7,"1,466",2016년
13,HA632,충남,-,-,-,2016년
14,HA632,전북,2,2,422,2016년
15,HA632,전남,2,2,844,2016년
16,HA632,경북,-,-,-,2016년
17,HA632,경남,5,5,"1,318",2016년
18,HA632,제주,3,2,609,2016년
2,HA632,계,198,200,"55,543",2017년
3,HA632,서울,77,74,"21,134",2017년
4,HA632,부산,33,33,"9,225",2017년
5,HA632,인천,15,16,"4,145",2017년
6,HA632,대구,3,3,646,2017년
7,HA632,광주,7,9,"2,552",2017년
8,HA632,대전,7,6,"2,079",2017년
9,HA632,울산,2,2,626,2017년
10,HA632,경기,35,35,"9,320",2017년
11,HA632,강원,4,4,920,2017년
12,HA632,충북,6,10,"2,543",2017년
13,HA632,충남,-,-,-,2017년
14,HA632,전북,3,3,852,2017년
15,HA632,전남,-,-,-,2017년
16,HA632,경북,1,0,207,2017년
17,HA632,경남,4,3,"1,089",2017년
18,HA632,제주,1,1,207,2017년
2,HA632,계,207,218,"61,310",2018년
3,HA632,서울,63,58,"16,716",2018년
4,HA632,부산,24,26,"8,334",2018년
5,HA632,인천,13,13,"3,749",2018년
6,HA632,대구,10,11,"2,621",2018년
7,HA632,광주,17,17,"4,773",2018년
8,HA632,대전,5,5,"1,489",2018년
9,HA632,울산,-,-,-,2018년
10,HA632,경기,45,50,"12,449",2018년
11,HA632,강원,1,1,211,2018년
12,HA632,충북,16,26,"7,292",2018년
13,HA632,충남,1,1,627,2018년
14,HA632,전북,6,6,"1,750",2018년
15,HA632,전남,1,0,220,2018년
16,HA632,경북,-,-,-,2018년
17,HA632,경남,3,2,655,2018년
18,HA632,제주,2,2,423,2018년
2,HA632,계,237,254,"71,455",2019년
3,HA632,서울,78,88,"21,315",2019년
4,HA632,부산,25,26,"8,713",2019년
5,HA632,인천,14,14,"5,169",2019년
6,HA632,대구,7,7,"1,947",2019년
7,HA632,광주,12,12,"2,907",2019년
8,HA632,대전,7,7,"2,181",2019년
9,HA632,울산,2,2,434,2019년
10,HA632,경기,39,46,"12,479",2019년
11,HA632,강원,3,3,759,2019년
12,HA632,충북,16,16,"5,539",2019년
13,HA632,충남,5,5,"1,627",2019년
14,HA632,전북,15,18,"4,056",2019년
15,HA632,전남,6,3,"1,696",2019년
16,HA632,경북,-,-,-,2019년
17,HA632,경남,6,4,"1,883",2019년
18,HA632,제주,3,3,749,2019년
2,HA632,계,256,276,"83,987",2020년
3,HA632,서울,80,80,"23,627",2020년
4,HA632,부산,30,32,"10,966",2020년
5,HA632,인천,16,19,"6,010",2020년
6,HA632,대구,23,24,"7,817",2020년
7,HA632,광주,12,12,"4,042",2020년
8,HA632,대전,3,4,"1,013",2020년
9,HA632,울산,4,4,"1,102",2020년
10,HA632,경기,37,46,"10,469",2020년
11,HA632,강원,9,10,"2,892",2020년
12,HA632,충북,16,17,"5,947",2020년
13,HA632,충남,3,4,"1,918",2020년
14,HA632,전북,13,16,"5,416",2020년
15,HA632,전남,2,2,543,2020년
16,HA632,경북,-,-,-,2020년
17,HA632,경남,6,4,"1,582",2020년
18,HA632,제주,2,2,644,2020년
2,HA632,계,273,286,"87,663",2021년
3,HA632,서울,76,80,"20,768",2021년
4,HA632,부산,33,34,"11,181",2021년
5,HA632,인천,14,17,"4,885",2021년
6,HA632,대구,16,16,"4,641",2021년
7,HA632,광주,9,9,"3,570",2021년
8,HA632,대전,4,4,"1,140",2021년
9,HA632,울산,-,-,-,2021년
10,HA632,경기,46,49,"15,519",2021년
11,HA632,강원,2,2,693,2021년
12,HA632,충북,36,38,"11,285",2021년
13,HA632,충남,10,10,"4,137",2021년
14,HA632,전북,17,19,"6,288",2021년
15,HA632,전남,3,2,"1,306",2021년
16,HA632,경북,1,2,664,2021년
17,HA632,경남,5,3,"1,158",2021년
18,HA632,제주,1,1,428,2021년
2,HA633,계,"2,387","2,480","420,503",2010년
3,HA633,서울,740,796,"124,161",2010년
4,HA633,부산,223,234,"35,176",2010년
5,HA633,인천,16,18,"3,944",2010년
6,HA633,대구,22,23,"3,378",2010년
7,HA633,광주,272,300,"61,020",2010년
8,HA633,대전,58,60,"11,174",2010년
9,HA633,울산,40,45,"8,030",2010년
10,HA633,경기,326,331,"56,559",2010년
11,HA633,강원,42,43,"5,715",2010년
12,HA633,충북,194,200,"38,668",2010년
13,HA633,충남,33,30,"5,598",2010년
14,HA633,전북,105,107,"19,093",2010년
15,HA633,전남,2,2,303,2010년
16,HA633,경북,66,52,"10,321",2010년
17,HA633,경남,212,204,"31,738",2010년
18,HA633,제주,39,35,"5,625",2010년
2,HA633,계,"2,513","2,589","514,051",2011년
3,HA633,서울,780,828,"156,862",2011년
4,HA633,부산,223,238,"43,533",2011년
5,HA633,인천,26,24,"5,679",2011년
6,HA633,대구,57,56,"9,497",2011년
7,HA633,광주,206,217,"52,229",2011년
8,HA633,대전,67,68,"15,099",2011년
9,HA633,울산,55,57,"12,014",2011년
10,HA633,경기,413,430,"77,239",2011년
11,HA633,강원,35,39,"6,684",2011년
12,HA633,충북,146,152,"35,367",2011년
13,HA633,충남,20,20,"4,290",2011년
14,HA633,전북,113,119,"27,283",2011년
15,HA633,전남,3,3,920,2011년
16,HA633,경북,82,70,"14,494",2011년
17,HA633,경남,243,220,"42,962",2011년
18,HA633,제주,52,50,"9,899",2011년
2,HA633,계,"2,750","2,852","650,857",2012년
3,HA633,서울,808,900,"193,422",2012년
4,HA633,부산,264,276,"60,285",2012년
5,HA633,인천,48,49,"11,957",2012년
6,HA633,대구,104,99,"20,665",2012년
7,HA633,광주,192,195,"54,711",2012년
8,HA633,대전,38,39,"9,714",2012년
9,HA633,울산,34,35,"7,750",2012년
10,HA633,경기,464,480,"98,650",2012년
11,HA633,강원,36,38,"7,757",2012년
12,HA633,충북,192,205,"51,733",2012년
13,HA633,충남,29,26,"7,063",2012년
14,HA633,전북,121,124,"36,443",2012년
15,HA633,전남,6,6,"1,928",2012년
16,HA633,경북,83,68,"15,885",2012년
17,HA633,경남,290,269,"63,049",2012년
18,HA633,제주,45,42,"9,846",2012년
2,HA633,계,"2,852","2,898","680,712",2013년
3,HA633,서울,878,965,"211,940",2013년
4,HA633,부산,279,273,"63,088",2013년
5,HA633,인천,60,72,"17,123",2013년
6,HA633,대구,66,54,"11,884",2013년
7,HA633,광주,212,220,"61,119",2013년
8,HA633,대전,93,80,"22,034",2013년
9,HA633,울산,46,47,"11,576",2013년
10,HA633,경기,518,530,"115,116",2013년
11,HA633,강원,46,47,"9,726",2013년
12,HA633,충북,128,134,"34,789",2013년
13,HA633,충남,32,26,"7,616",2013년
14,HA633,전북,107,104,"30,897",2013년
15,HA633,전남,10,9,"3,087",2013년
16,HA633,경북,108,88,"20,278",2013년
17,HA633,경남,249,223,"54,737",2013년
18,HA633,제주,28,26,"5,703",2013년
2,HA633,계,"3,062","3,088","757,437",2014년
3,HA633,서울,848,875,"210,738",2014년
4,HA633,부산,312,317,"71,700",2014년
5,HA633,인천,129,142,"32,396",2014년
6,HA633,대구,84,90,"19,335",2014년
7,HA633,광주,167,171,"50,196",2014년
8,HA633,대전,155,123,"39,207",2014년
9,HA633,울산,51,59,"14,456",2014년
10,HA633,경기,535,553,"120,656",2014년
11,HA633,강원,71,77,"15,612",2014년
12,HA633,충북,222,230,"61,404",2014년
13,HA633,충남,55,45,"12,643",2014년
14,HA633,전북,124,124,"37,425",2014년
15,HA633,전남,12,8,"2,715",2014년
16,HA633,경북,82,82,"19,891",2014년
17,HA633,경남,201,174,"45,468",2014년
18,HA633,제주,18,16,"3,597",2014년
2,HA633,계,"2,958","2,923","746,712",2015년
3,HA633,서울,834,876,"209,352",2015년
4,HA633,부산,324,324,"75,670",2015년
5,HA633,인천,125,122,"30,161",2015년
6,HA633,대구,87,81,"18,946",2015년
7,HA633,광주,176,178,"53,587",2015년
8,HA633,대전,147,121,"35,276",2015년
9,HA633,울산,37,38,"9,831",2015년
10,HA633,경기,458,456,"108,574",2015년
11,HA633,강원,44,44,"9,405",2015년
12,HA633,충북,183,192,"50,981",2015년
13,HA633,충남,66,50,"14,852",2015년
14,HA633,전북,131,133,"43,998",2015년
15,HA633,전남,31,19,"6,650",2015년
16,HA633,경북,105,92,"27,741",2015년
17,HA633,경남,174,148,"41,979",2015년
18,HA633,제주,45,46,"9,708",2015년
2,HA633,계,"3,233","3,130","827,953",2016년
3,HA633,서울,919,947,"232,500",2016년
4,HA633,부산,431,440,"111,891",2016년
5,HA633,인천,110,100,"24,804",2016년
6,HA633,대구,99,65,"23,923",2016년
7,HA633,광주,181,177,"57,452",2016년
8,HA633,대전,133,97,"34,722",2016년
9,HA633,울산,36,36,"9,012",2016년
10,HA633,경기,473,464,"110,364",2016년
11,HA633,강원,55,58,"11,875",2016년
12,HA633,충북,189,203,"52,019",2016년
13,HA633,충남,63,48,"15,927",2016년
14,HA633,전북,108,108,"35,001",2016년
15,HA633,전남,15,9,"3,892",2016년
16,HA633,경북,99,97,"24,751",2016년
17,HA633,경남,277,226,"68,222",2016년
18,HA633,제주,54,54,"11,598",2016년
2,HA633,계,"3,401","3,256","894,809",2017년
3,HA633,서울,968,978,"249,592",2017년
4,HA633,부산,453,452,"114,697",2017년
5,HA633,인천,133,114,"32,359",2017년
6,HA633,대구,98,75,"25,940",2017년
7,HA633,광주,204,195,"68,379",2017년
8,HA633,대전,90,66,"22,205",2017년
9,HA633,울산,39,42,"10,231",2017년
10,HA633,경기,513,502,"118,905",2017년
11,HA633,강원,60,65,"14,471",2017년
12,HA633,충북,154,164,"43,757",2017년
13,HA633,충남,53,40,"13,979",2017년
14,HA633,전북,102,104,"34,478",2017년
15,HA633,전남,15,10,"3,600",2017년
16,HA633,경북,112,94,"31,523",2017년
17,HA633,경남,337,274,"89,489",2017년
18,HA633,제주,77,82,"21,204",2017년
2,HA633,계,"3,744","3,627","1,027,735",2018년
3,HA633,서울,"1,046","1,076","286,564",2018년
4,HA633,부산,438,428,"121,102",2018년
5,HA633,인천,174,162,"45,530",2018년
6,HA633,대구,125,96,"30,589",2018년
7,HA633,광주,261,256,"81,684",2018년
8,HA633,대전,78,64,"19,769",2018년
9,HA633,울산,49,54,"12,992",2018년
10,HA633,경기,560,566,"140,831",2018년
11,HA633,강원,75,78,"18,295",2018년
12,HA633,충북,194,200,"57,048",2018년
13,HA633,충남,71,54,"20,485",2018년
14,HA633,전북,135,134,"47,303",2018년
15,HA633,전남,13,7,"3,012",2018년
16,HA633,경북,53,46,"14,940",2018년
17,HA633,경남,387,300,"100,972",2018년
18,HA633,제주,96,106,"26,619",2018년
2,HA633,계,"4,140","4,267","1,161,134",2019년
3,HA633,서울,"1,297","1,360","355,099",2019년
4,HA633,부산,442,444,"121,834",2019년
5,HA633,인천,202,300,"59,295",2019년
6,HA633,대구,153,121,"41,524",2019년
7,HA633,광주,307,310,"103,128",2019년
8,HA633,대전,103,92,"27,834",2019년
9,HA633,울산,61,63,"17,266",2019년
10,HA633,경기,582,654,"153,935",2019년
11,HA633,강원,83,88,"19,602",2019년
12,HA633,충북,207,218,"61,087",2019년
13,HA633,충남,80,73,"26,671",2019년
14,HA633,전북,115,118,"37,851",2019년
15,HA633,전남,9,6,"2,333",2019년
16,HA633,경북,49,56,"12,027",2019년
17,HA633,경남,374,274,"98,776",2019년
18,HA633,제주,83,90,"22,873",2019년
2,HA633,계,"4,662","4,734","1,350,111",2020년
3,HA633,서울,"1,424","1,492","392,280",2020년
4,HA633,부산,458,446,"125,741",2020년
5,HA633,인천,188,266,"52,272",2020년
6,HA633,대구,119,112,"35,149",2020년
7,HA633,광주,229,235,"80,568",2020년
8,HA633,대전,61,64,"15,865",2020년
9,HA633,울산,65,65,"18,076",2020년
10,HA633,경기,555,730,"153,134",2020년
11,HA633,강원,69,72,"17,795",2020년
12,HA633,충북,355,370,"103,696",2020년
13,HA633,충남,588,348,"191,807",2020년
14,HA633,전북,109,114,"39,687",2020년
15,HA633,전남,28,20,"7,418",2020년
16,HA633,경북,66,64,"17,685",2020년
17,HA633,경남,301,272,"79,938",2020년
18,HA633,제주,58,61,"18,998",2020년
2,HA633,계,"5,519","5,336","1,639,801",2021년
3,HA633,서울,"1,306","1,386","385,128",2021년
4,HA633,부산,503,487,"139,158",2021년
5,HA633,인천,167,210,"46,364",2021년
6,HA633,대구,201,176,"59,458",2021년
7,HA633,광주,199,199,"69,794",2021년
8,HA633,대전,84,90,"22,282",2021년
9,HA633,울산,71,75,"20,721",2021년
10,HA633,경기,667,836,"179,566",2021년
11,HA633,강원,65,74,"19,831",2021년
12,HA633,충북,375,387,"104,920",2021년
13,HA633,충남,"1,239",800,"397,607",2021년
14,HA633,전북,148,148,"52,007",2021년
15,HA633,전남,38,26,"10,313",2021년
16,HA633,경북,61,54,"16,688",2021년
17,HA633,경남,354,334,"102,153",2021년
18,HA633,제주,51,52,"13,812",2021년
2,HA634,계,"1,107","1,068","201,404",2010년
3,HA634,서울,304,292,"47,024",2010년
4,HA634,부산,57,62,"12,639",2010년
5,HA634,인천,61,61,"10,201",2010년
6,HA634,대구,75,76,"12,660",2010년
7,HA634,광주,74,78,"14,347",2010년
8,HA634,대전,14,15,"3,697",2010년
9,HA634,울산,129,110,"26,935",2010년
10,HA634,경기,116,115,"18,519",2010년
11,HA634,강원,83,70,"20,953",2010년
12,HA634,충북,80,80,"16,087",2010년
13,HA634,충남,1,0,130,2010년
14,HA634,전북,60,54,"9,479",2010년
15,HA634,전남,1,1,375,2010년
16,HA634,경북,21,20,"3,541",2010년
17,HA634,경남,17,18,"2,507",2010년
18,HA634,제주,14,15,"2,312",2010년
19,HA634,세종,-,-,-,2010년
2,HA634,계,"1,153","1,112","232,008",2011년
3,HA634,서울,280,275,"53,553",2011년
4,HA634,부산,66,60,"15,048",2011년
5,HA634,인천,59,60,"11,474",2011년
6,HA634,대구,60,56,"12,092",2011년
7,HA634,광주,90,83,"17,614",2011년
8,HA634,대전,12,9,"2,508",2011년
9,HA634,울산,116,95,"25,751",2011년
10,HA634,경기,146,151,"25,550",2011년
11,HA634,강원,39,37,"7,505",2011년
12,HA634,충북,137,142,"33,876",2011년
13,HA634,충남,4,4,990,2011년
14,HA634,전북,80,72,"13,906",2011년
15,HA634,전남,3,3,430,2011년
16,HA634,경북,19,21,"3,891",2011년
17,HA634,경남,34,35,"6,261",2011년
18,HA634,제주,9,8,"1,561",2011년
19,HA634,세종,-,-,-,2011년
2,HA634,계,"1,482","1,418","342,516",2012년
3,HA634,서울,333,316,"71,888",2012년
4,HA634,부산,130,122,"33,156",2012년
5,HA634,인천,87,90,"20,660",2012년
6,HA634,대구,63,52,"13,081",2012년
7,HA634,광주,102,94,"22,504",2012년
8,HA634,대전,24,19,"6,207",2012년
9,HA634,울산,125,104,"33,296",2012년
